char,jyutping
薦起佢,zin3 hei2 keoi5
藝高人膽大,ngai6 gou1 jan4 daam2 daai6
藤掕瓜瓜掕藤,tang4 lang3 gwaa1 gwaa1 lang3 tang4
藤條炆豬肉,tang4 tiu2 man1 zyu1 juk6
藤條燜豬肉,tang4 tiu2 man1 zyu1 juk6
藥補不如食補,joek6 bou2 bat1 jyu4 sik6 bou2
蘇州過後冇艇搭,sou1 zau1 gwo3 hau6 mou5 teng5 daap3
蘿蔔青菜，各有所愛,lo4 baak6 ceng1 coi3 gok3 jau5 so2 oi3
虎毒不食子,fu2 duk6 bat1 sik6 zi2
虎父無犬子,fu2 fu6 mou4 hyun2 zi2
虎落平陽被犬欺,fu2 lok6 ping4 joeng4 bei6 hyun2 hei1
虛心使人進步，驕傲使人落後,heoi1 sam1 si2 jan4 zeon3 bou6 giu1 ngou6 si2 jan4 lok6 hau6
蚊滋咁細,man1 zi1 gam3 sai3
蚊滋噉聲,man1 zi1 gam2 seng1
蚊肶同牛肶,man1 bei2 tung4 ngau4 bei2
蚊螆噉聲,man1 zi1 gam2 seng1
蚊都瞓啦,man1 dou1 fan3 laa1
蚊髀同牛髀,man1 bei2 tung4 ngau4 bei2
蚍蜉撼大樹,pei4 fau4 ham6 daai6 syu6
蛇咗去邊,se4 zo2 heoi3 bin1
蛇咗去隔籬,se4 zo2 heoi3 gaak3 lei4
蛇都死喇,se4 dou1 sei2 laa3
蜑家婆摸蜆,daan6 gaa1 po4 mo2 hin2
蝕晒喇,sit6 saai3 laa3
螳螂捕蟬，黃雀在後,tong4 long4 bou6 sim4 wong4 zoek3 zoi6 hau6
蟪蛄不知春秋,wai6 gu1 bat1 zi1 ceon1 cau1
蟻咁賤,ngai5 gam3 zin6
蟻多摟死象,ngai5 do1 lau1 sei2 zoeng6
蟻躝噉,ngai5 laan1 gam2
蠟燭不點不亮,laap6 zuk1 bat1 dim2 bat1 loeng6
蠟燭兩頭燒,laap6 zuk1 loeng5 tau4 siu1
蠢到加零一,ceon2 dou3 gaa1 ling4 jat1
衆人皆醉我獨醒,zung3 jan4 gaai1 zeoi3 ngo5 duk6 sing2
衆目睽睽之下,zung3 muk6 kwai4 kwai4 zi1 haa6
行一步睇一步,haang4 jat1 bou6 tai2 jat1 bou6
行不改姓，坐不改名,hang4 bat1 goi2 sing3 zo6 bat1 goi2 ming4
行不更名，坐不改姓,hang4 bat1 gang1 ming4 zo6 bat1 goi2 sing3
行住佢,hong4 zyu6 keoi5
行先喇,haang4 sin1 laa3
行千里路，讀萬卷書,haang4 cin1 lei5 lou6 duk6 maan6 gyun2 syu1
行咁遠,haang4 gam3 jyun5
行咗下,haang4 zo2 haa5
行唔喐,haang4 m4 juk1
行唔埋,haang4 m4 maai4
行唔行得,hang4 m4 haang4 dak1
行唔起,haang4 m4 hei2
行唔起,hang4 m4 hei2
行唔通,haang4 m4 tung1
行唔開,haang4 m4 hoi1
行啦你,hang4 laa1 nei5
行啱咗,hang4 ngaam1 zo2
行善不欲人知,hang4 sin6 bat1 juk6 jan4 zi1
行得嚤冇鼻哥,haang4 dak1 mo1 mou5 bei6 go1
行得快好世界,haang4 dak1 faai3 hou2 sai3 gaai3
行得快，好世界,haang4 dak1 faai3 hou2 sai3 gaai3
行得未啊,haang4 dak1 mei6 aa3
行得正企得正,haang4 dak1 zeng3 kei5 dak1 zeng3
行得正徛得正,haang4 dak1 zeng3 kei5 dak1 zeng3
行得正，企得正,haang4 dak1 zeng3 kei5 dak1 zeng3
行得正，企得正，唔怕雷公喺天顶,haang4 dak1 zeng3 kei5 dak1 zeng3 m4 paa3 leoi4 gung1 hai2 tin1 deng2
行得正，徛得正,haang4 dak1 zeng3 kei5 dak1 zeng3
行得正，徛得正，唔怕雷公喺天顶,haang4 dak1 zeng3 kei5 dak1 zeng3 m4 paa3 leoi4 gung1 hai2 tin1 deng2
行快啲喇,haang4 faai3 di1 laa3
行快步啦,hang4 faai3 bou6 la1
行步路打倒褪,haang4 bou6 lou6 daa2 dou3 tan3
行船爭解纜,haang4 syun4 zaang1 gaai2 laam6
行船跑馬三分險,haang4 syun4 paau2 maa5 saam1 fan1 him2
行萬里路勝讀萬捲書,hang4 maan6 lei5 lou6 sing3 duk6 maan6 gyun2 syu1
行萬里路，讀萬卷書,haang4 maan6 lei5 lou6 duk6 maan6 gyun2 syu1
行行企企食飯幾味,haang4 haang4 kei5 kei5 sik6 faan6 gei2 mei2
行行出狀元,hong4 hong4 ceot1 zong6 jyun4
行街罷喇,haang4 gaai1 baa2 laa1
行路上廣州,haang4 lou6 soeng5 gwong2 zau1
行路唔帶眼,haang4 lou6 m4 daai3 ngaan5
行路打倒褪,haang4 lou6 daa2 dou3 tan3
行運一條龍,haang4 wan6 jat1 tiu4 lung4
行運一條龍，失運一條蟲,hang4 wan6 jat1 tiu4 lung4 sat1 wan6 jat1 tiu4 cung4
行運行到腳趾公,haang4 wan6 haang4 dou3 goek3 zi2 gung1
行開咗,haang4 hoi1 zo2
行開啦,haang4 hoi1 la1
行開啲,haang4 hoi1 di1
行開啲啦,haang4 hoi1 di1 laa1
術業有專攻,seot6 jip6 jau5 zyun1 gung1
衝完啦,cung1 jyun4 la1
衣食足，然後知榮辱,ji1 ji6 zeoi3 jin4 hau6 zi1 wing4 juk6
表情嘅,biu2 cing4 ge3
衫爛咗,saam1 laan6 zo2
衰乜嘢,seoi1 mat1 je5
衰到冇人有,seoi1 dou3 mou5 jan4 jau5
衰到冇得頂,seoi1 dou3 mou5 dak1 ding2
衰到冇譜,ceoi1 dou3 mou5 pou2
衰到唔使欿,seoi1 dou3 m4 sai2 han6
衰到唔衰,ceoi1 dou3 m4 ceoi1
衰衰噉,seoi1 seoi1 gam2
衰鬼嘢,seoi1 gwai2 je5
袋錢入你袋,doi6 cin2 jap6 nei5 doi2
裙帶關係,kwan4 daai3 gwaan1 hai6
補漏趁天晴，讀書趁年輕,bou2 lau6 can3 tin1 cing4 duk6 syu1 can3 nin4 hing1
補鑊唔見枳,bou2 wok6 m4 gin3 zat1
裝住嘢,zong1 zyu6 je5
裝唔到,zong1 m4 dou2
裝唔晒,zong1 m4 saai3
裝唔落,zong1 m4 lok6
複唔到習,fuk1 m4 dou3 zaap6
複製咗,fuk1 zai3 zo2
褪後啲,tan3 hau6 di1
褪過啲,tan3 gwo3 di1
西南二伯父,sai1 naam4 ji6 baak3 fu2
要做咩,jiu3 zou6 me1
要儆錫啲,jiu3 geng6 sek3 di1
要咁耐,jiu3 gam3 noi6
要唔要飯,jiu3 m4 jiu3 faan6
要嘅話,jiu3 ge3 waa3
要睺住佢,jiu3 hau1 zyu6 keoi5
要講咩,jiu3 gong2 me1
要返學啦,jiu3 faan1 hok6 la1
要過咗,jiu3 gwo3 zo2
要靚唔要命,jiu3 leng3 m4 jiu3 meng6
要頸唔要命,jiu3 geng2 m4 jiu3 meng6
要風得風，要雨得雨,jiu3 fung1 dak1 fung1 jiu3 jyu5 dak1 jyu5
覆唔到,fuk1 m4 dou3
覆我嘞,fuk1 ngo5 la3
見一步行一步,gin3 jat1 bou6 haang4 jat1 bou6
見下你,gin3 haa5 nei5
見人講人話見鬼講鬼話,gin3 jan4 gong2 jan4 waa2 gin3 gwai2 gong2 gwai2 waa2
見人講人話，見鬼講鬼話,gin3 jan4 gong2 jan4 waa2 gin3 gwai2 gong2 gwai2 waa2
見到你喔,gin3 dou3 nei5 ak1
見唔見到,gin3 m4 gin3 dou3
見牙唔見眼,gin3 ngaa4 m4 gin3 ngaan5
見親你,gin3 can1 nei5
見身郁唔見米白,gin3 san1 juk1 m4 gin3 mai5 baak6
見過鬼就怕黑,gin3 gwo3 gwai2 zau6 paa3 hak1
見過鬼怕黑,gin3 gwo3 gwai2 paa3 haak1
見過鬼都怕黑,gin3 gwo3 gwai2 dou1 paa3 hak1
見高就拜見低就踩,gin3 gou1 zau6 baai3 gin3 dai1 zau6 caai2
見高拜見低踩,gin3 gou1 baai3 gin3 dai1 caai2
見鬼咩,gin3 gwai2 me1
親兄弟明算帳,can1 hing1 dai6 ming4 syun3 zoeng3
親兄弟，明算帳,can1 hing1 dai6 ming4 syun3 zoeng3
親生仔不如近身錢,can1 saang1 zai2 bat1 jyu4 gan6 san1 cin4
觀棋不語真君子，起手無回大丈夫,gun1 kei2 bat1 jyu5 zan1 gwan1 zi2 hei2 sau2 mou4 wui4 daai6 zoeng6 fu1
觀音頭掃把腳,gun1 jam1 tau4 sou3 baa2 goek3
解唔解,gaai2 m4 gaai2
解唔解釋,gaai2 m4 gaai2 sik1
解鈴還需繫鈴人,gaai2 ling4 waan4 seoi1 hai6 ling4 jan4
解鈴還須繫鈴人,gaai2 ling4 waan4 seoi1 hai6 ling4 jan4
言必信，行必果,jin4 bit1 seon3 hang4 bit1 gwo2
言教不如身教,jin4 gaau3 bat1 jyu4 san1 gaau3
言者無心，聽者有意,jin4 ze2 mou4 sam1 ting1 ze2 jau5 ji3
言者無意，聽者有心,jin4 ze2 mou4 ji3 ting1 ze2 jau5 sam1
言者無罪，聞者足戒,jin4 ze2 mou4 zeoi6 man4 ze2 zuk1 gaai3
言者諄諄，聽者藐藐,jin4 ze2 zeon1 zeon1 ting1 ze2 miu5 miu5
計你話,gai3 nei5 waa6
計咗下,gai3 zo2 haa5
計唔出,gai2 m4 ceot1
計唔清,gai3 m4 cing1
計埋我,gai3 maai4 ngo5
計我話,gai3 ngo5 waa6
計極唔啱,gai3 gik6 m4 ngaam1
託你鴻福,tok3 nei5 hung4 fuk1
託我手踭,tok3 ngo5 sau2 zaang1
記住咗,gei3 zyu6 zo2
記唔住,gei3 m4 zyu6
記得咗,gei3 dak1 zo2
記得我係,gei3 dak1 ngo5 hai6
記得我冇,gei3 dak1 ngo5 mou5
記錯咗,gei3 co3 zo2
記錯咗啊,gei3 co3 zo2 aa2
訛咗幾日,ngo4 zo2 gei2 jat6
設定咗,cit3 ding6 zo2
許仲琳,heoi2 zung6 lam4
許勝不許敗,heoi2 sing3 bat1 heoi2 baai6
詐唔知,zaa3 m4 zi1
試下啦,si3 haa5 la1
試過啦,si3 gwo3 la1
試過有一次,si3 gwo3 jau5 jat1 ci3
話一就一話二就二,waa6 jat1 zau6 jat1 waa6 ji6 zau6 ji6
話不投機半句多,waa6 bat1 tau4 gei1 bun3 geoi3 do1
話之你,waa6 zi1 nei5
話之佢,waa6 zi1 keoi5
話乜話物,waa6 mat1 waa6 mat6
話你唔聽,waa6 nei5 m4 teng1
話冇咁快,waa6 mou5 gam3 faai3
話冇咁易,waa6 mou5 gam3 ji6
話到嘴邊留三分,waa6 dou3 zeoi2 bin1 lau4 saam1 fan1
話又說回來,waa6 jau6 syut3 wui4 loi4
話咁快,waa6 gam3 faai3
話咁易,waa6 gam3 ji6
話咗你,waa6 zo2 nei5
話唔倒事,waa6 m4 dou2 si6
話唔到事,waa6 m4 dou3 si6
話唔埋,waa6 m4 maai4
話唔定,waa6 m4 ding6
話我好靚,waa6 ngo5 hou2 leng3
話晒你知,waa6 saai3 nei5 zi1
話知你,waa6 zi1 nei5
話知佢,waa6 zi1 keoi5
話過你知,waa6 gwo3 nei5 zi1
話都冇咁快,waa6 dou1 mou5 gam3 faai3
話都冇咁易,waa6 dou1 mou5 gam3 ji6
話頭唔醒尾,waa6 tau4 m4 sing2 mei5
該死唔使病,goi1 sei2 m4 sai2 beng6
該釘就釘，該鐵就鐵,goi1 deng1 zau6 deng1 goi1 tit3 zau6 tit3
誇啦啦,kwaa1 laa1 laa1
誇喇喇,kwaa1 laa1 laa1
認咗第二冇人敢認第一,jing6 zo2 dai6 ji6 mou5 jan4 gam2 jing6 dai6 jat1
認得我嗎,jing6 dak1 ngo5 ma3
認真好嘢,jing2 zan1 hou2 je5
認返佢,jing6 faan1 keoi5
誓願當食生菜,sai6 jyun6 dong3 sik6 saang1 coi3
語氣啦,jyu5 hei3 la1
說不出話來,syut3 bat1 ceot1 waa6 loi4
說出個重點來,syut3 ceot1 go3 zung6 dim2 loi4
說是一回事，做又是另外一回事,syut3 si6 jat1 wui4 si6 zou6 jau6 si6 ling6 ngoi6 jat1 wui4 si6
說是一回事，而做又是另外一回事,syut3 si6 jat1 wui4 si6 ji4 zou6 jau6 si6 ling6 ngoi6 jat1 wui4 si6
說時遲，那時快,syut3 si4 ci4 naa5 si4 faai3
說曹操曹操就到,syut3 cou4 cou1 cou4 cou1 zau6 dou3
說話不當話,syut3 waa6 bat1 dong1 waa6
說話要算數,syut3 waa6 jiu3 syun3 sou3
誰笑到最後，誰笑得最好,seoi4 siu3 dou3 zeoi3 hau6 seoi4 siu3 dak1 zeoi3 hou2
請人扛香爐，冇眼淚流,ceng2 jan4 gong1 hoeng1 lou4 mou5 ngaan5 leoi6 lau4
請人飲餐茶,ceng2 jan4 jam2 caan1 caa4
請你執生,ceng2 nei5 zap1 saang1
請你數下,cing2 nei5 sou2 haa5
請埋席喇,cing2 maai4 zik6 laa3
請幫我,cing2 bong1 ngo5
請神容易送神難,ceng2 san4 jung4 ji6 sung3 san4 naan4
諗下先,nam2 haa5 sin1
諗下度下,nam2 haa5 dok6 haa5
諗下計,nam2 haa5 gai2
諗下諗下,nam2 haa5 nam2 haa5
諗來度去,nam2 loi4 dok6 heoi3
諗到冇計,nam2 dou3 mou5 gai2
諗到去邊,nam2 dou3 heoi3 bin1
諗到頭赤,nam2 dou3 tau4 cek3
諗前諗後,nam2 cin4 nam2 hau6
諗咗下,nam2 zo2 haa5
諗唔掂,nam2 m4 dim6
諗唔過,nam2 m4 gwo3
諗唔開,nam2 m4 hoi1
諗嘢唔經大腦,nam2 je5 m4 ging1 daai6 nou5
諗嚟度去,nam2 lai4 dok6 heoi3
諗埋一便,nam2 maai4 jat1 bin6
諗埋一邊,nam2 maai4 jat1 bin1
諗埋一面,nam2 maai4 jat1 min6
諗埋晒,nam2 maai4 saai3
諗得絕,nam2 dak1 zyut6
諗掂咗,nam2 dim6 zo2
諗極唔明,nam2 gik6 m4 ming4
諗歸邊,nam2 gwai1 bin1
諗死計,nam2 sei2 gai2
諗深一層,nam2 sam1 jat1 cang4
諗爛心肝,nam2 laan6 sam1 gon1
諗真啲,nam2 zan1 di1
諗緊咩啊,nam2 gan2 me1 aa3
諗緊嘢,nam2 gan2 je5
諗緊計啦,nam2 gan2 gai2 laa1
諗縮數,nam2 suk1 sou3
諗翻轉頭,nam2 faan1 zyun3 tau4
諗落唔抵,nam2 lok6 m4 dai2
諗計仔,nam2 gai2 zai2
諗諗計,nam2 nam2 gai2
諗返轉頭,nam2 faan1 zyun3 tau4
諗過先,nam2 gwo3 sin1
諗錯隔籬,nam2 co3 gaak3 lei4
諗頭多,nam2 tau4 do1
謀事在人，成事在天,mau4 si6 zoi6 jan4 sing4 si6 zoi6 tin1
講㗎啦,gong2 ga3 laa1
講一套做一套,gong2 jat1 tou3 zou6 jat1 tou3
講乜啊,gong2 mat1 aa3
講乜嘢㗎,gong2 mat1 je5 gaa2
講乜撚嘢,gong2 mat1 lan2 je5
講乜春呀,gong2 mat1 ceon1 aa3
講你唔惦,gong2 nei5 m4 dim3
講你老母,gong2 nei5 lou5 mou2
講佢聽,gong2 keoi5 teng1
講到口水乾,gong2 dou3 hau2 seoi2 gon1
講到天花龍鳳,gong2 dou3 tin1 faa1 lung4 fung6
講到實牙實齒,gong2 dou3 sat6 ngaa4 sat6 ci2
講口唔講手,gong2 hau2 m4 gong2 sau2
講古咁講,gong2 gu2 gam3 gong2
講咁易,gong2 gam3 ji6
講咁易咩,gong2 gam3 ji6 me1
講咗咩,gong2 zo2 me1
講咗咯,gong2 zo2 lok3
講咗啦,gong2 zo2 laa1
講唔埋,gong2 m4 maai4
講唔埋欄,gong2 m4 maai4 laan1
講唔完,gong2 m4 jyun4
講唔講,gong2 m4 gong2
講唔過佢,gong2 m4 gwo3 keoi5
講嘢呀,gong2 je5 aa4
講嘢呢,gong2 je5 le1
講嘢啦,gong2 je5 la1
講嘢好乸型,gong2 je5 hou2 naa2 jing4
講嘢有骨,gong2 je5 jau5 gwat1
講嘢樣,gong2 je5 joeng2
講嘢鬼食泥噉,gong2 je5 gwai2 sik6 nai4 gam2
講嚟講去三幅被,gong2 lai4 gong2 heoi3 saam1 fuk1 pei5
講定㗎喇,gong2 ding6 gaa3 laa3
講就天下無敵,gong2 zau6 tin1 haa6 mou4 dik6
講就易，做就難,gong2 zau6 ji6 zou6 zau6 naan4
講幾句說話,gong2 gei2 geoi3 syut3 waa6
講得出就講,gong2 dak1 ceot1 zau6 gong2
講故唔好駁故,gong2 gu2 m4 hou2 bok3 gu2
講極唔明,gong2 gik6 m4 ming4
講畀佢聽,gong2 bei2 keoi5 teng1
講真㗎,gong2 zan1 gaa2
講笑㗎嘛,gong2 siu3 ga3 maa3
講笑咁講,gong2 siu3 gam2 gong2
講笑啦,gong2 siu3 laa1
講笑搵第樣,gong2 siu3 wan2 dai6 joeng2
講粗口鬧人,gong2 cou1 hau2 naau6 jan4
講經咩,gong2 ging1 me1
講緊嘢,gong2 gan2 je5
講聲對唔住,gong2 seng1 deoi3 m4 zyu6
講話好似雞啄唔斷噉,gong2 waa2 hou2 ci5 gai1 doeng1 m4 tyun5 gam2
講起佢,gong2 hei2 keoi5
講過啦,gong2 gwo3 laa1
謠言止於智者,jiu4 jin4 zi2 jyu1 zi3 ze2
識乜嘢,sik1 mat1 je5
識人好過識字,sik1 jan4 hou2 gwo3 sik1 zi6
識人眉頭眼額,sik1 jan4 mei4 tau4 ngaan5 ngaak6
識人要帶眼,sik1 jan4 jiu3 daai3 ngaan5
識做啲,sik1 zou6 di1
識到我,sik1 dou2 ngo5
識唔使,sik1 m4 sai2
識啲唔識啲,sik1 di1 m4 sik1 di1
識啲啲扮老師,sik1 di1 di1 baan6 lou5 si1
識少少扮代表,sik1 siu2 siu2 baan6 doi6 biu2
識少少，扮代表,sik1 siu2 siu2 baan6 doi6 biu2
識彈唔識唱,sik1 taan4 m4 sik1 coeng3
識時務者爲俊傑,sik1 si4 mou6 ze2 wai4 zeon3 git6
識睇人眉頭眼額,sik1 tai2 jan4 mei4 tau4 ngaan5 ngaak6
識穿咗,sik1 cyun1 zo2
識英雄重英雄,sik1 jing1 hung4 zung6 jing1 hung4
識講嘢,sik1 gong2 je5
識都唔識,sik1 dou1 m4 sik1
識閪咩,sik1 hai1 me1
讀唔出,duk6 m4 ceot1
讀壞詩書包壞腳,duk6 waai6 si1 syu1 baau1 waai6 goek3
讀我檔案,duk6 ngo5 dong2 on3
讀書不求甚解,duk6 syu1 bat1 kau4 sam6 gaai2
讀書唔成三大害,duk6 syu1 m4 seng4 saam1 daai6 hoi6
變成噉,bin3 sing4 gam2
變成噉㗎,bin3 sing4 gam2 gaa3
讕係嘢,laan4 hai6 je5
讕有嘢,laan2 jau5 je5
豆泥嘢,dau6 nai4 je5
豆潤咁細,dau6 jeon2 gam3 sai3
豆腐潤咁細,dau6 fu6 jeon2 gam3 sai3
豆腐膶咁細,dau6 fu6 jeon2 gam3 sai3
豆膶咁細,dau6 jeon2 gam3 sai3
豆釘咁細,dau6 deng1 gam3 sai3
豈勢噉,hei2 sai3 gam2
豎起大拇指,syu6 hei2 daai6 mou5 zi2
豬咁蠢,zyu1 gam3 ceon2
豬嚟㗎,zyu1 lai4 gaa3
豬扒都係肉,zyu1 paa2 dou1 hai6 juk6
豬油瓊咗,zyu1 jau4 king4 zo2
豬頭喇叭咀,zyu1 tau4 laa3 baa1 zeoi2
貓刮咁嘈,maau1 gwaat3 gam3 cou4
貓刮噉聲,maau1 gwaat3 gam2 seng1
貓哭老鼠假慈悲,maau1 huk1 lou5 syu2 gaa2 ci4 bei1
貓爪噉手,maau1 zaau2 gam2 sau2
負唔負責,fu6 m4 fu6 zaak3
財不可露眼,coi4 bat1 ho2 lou6 ngaan5
財到光棍手,coi4 dou3 gwong1 gwan3 sau2
財多身子弱,coi4 do1 san1 zi2 joek6
貧無立錐之地,pan4 mou4 laap6 zeoi1 zi1 dei6
貧賤不能移,pan4 zin6 bat1 nang4 ji4
貧賤夫妻百事哀,pan4 zin6 fu1 cai1 baak3 si6 oi1
貨問三家不喫虧,fo3 man6 saam1 gaa1 bat1 hek3 kwai1
貨比三家不喫虧,fo3 bei2 saam1 gaa1 bat1 hek3 kwai1
貨賣晒啦,fo3 maai6 saai3 la1
貪一時方便,taam1 jat1 si4 fong1 bin6
貪勝不知輸,taam1 sing3 bat1 zi1 syu1
貪多嚼不爛,taam1 do1 zoek3 bat1 laan6
貪婪是萬惡之源,taam1 laam4 si6 maan6 ok3 zi1 jyun4
貪字得個貧,taam1 zi6 dak1 go3 pan4
貪心不足蛇吞象,taam1 sam1 bat1 zuk1 se4 tan1 zoeng6
責實啲,zaak3 sat6 di1
貴人出門招風雨,gwai3 jan4 ceot1 mun4 ziu1 fung1 jyu5
貴人多忘事,gwai3 jan4 do1 mong4 si6
貴係貴啲,gwai3 hai6 gwai3 di1
貴夾唔飽,gwai3 gaap3 m4 baau2
貴精不貴多,gwai3 zing1 bat1 gwai3 do1
買乜冇乜,maai5 mat1 mou5 mat1
買乜書,maai5 mat1 syu1
買到靚嘢,maai5 dou2 leng3 je5
買咁貴,maai5 gam3 gwai3
買咗對鞋,maai5 zo2 deoi3 haai4
買多咗,maai5 do1 zo2
買多啲嘢,maai5 do1 di1 je5
買板唔知埞,maai5 baan2 m4 zi1 deng6
買棺材唔知埞,maai5 gun1 coi4 m4 zi1 deng6
買水噉頭,maai5 seoi2 gam2 tau2
買走咗,maai5 zau2 zo2
買起佢,maai5 hei2 keoi5
費事你,fai3 si6 nei5
費事啦,fai3 si6 la1
費事理你,fai3 si6 lei5 nei5
費事理佢,fai3 si6 lei5 keoi5
費事畀我,fai3 si6 bei2 ngo5
費事睬你,fai3 si6 coi2 nei5
費事話佢,fai3 si6 waa6 keoi5
費力不討好,fai3 lik6 bat1 tou2 hou2
費鬼事睬你,fai3 gwai2 si6 coi2 nei5
費𨳊事啦,fai3 gau1 si6 laa1
貼錢做嘢,tip3 cin2 zou6 je5
貼錢買難受,tip3 cin2 maai5 naan4 sau6
賊佬試沙煲,caak6 lou2 si3 saa1 bou1
賊佬試砂煲,caak6 lou2 si3 saa1 bou1
賊公計狀元纔,caak6 gung1 gai3 zong6 jyun4 coi4
賓壚噉嘅場面,ban1 heoi1 gam2 ge3 coeng4 min2
賓虛咁大場面,ban1 heoi1 gam3 daai6 coeng4 min2
賓虛噉嘅場面,ban1 heoi1 gam2 ge3 coeng4 min2
賠了夫人又折兵,pui4 liu5 fu1 jan4 jau6 zit3 bing1
賠你條命,pui4 nei5 tiu4 meng6
賣個滿堂紅,maai6 gwo3 mun5 tong4 hung4
賣布唔帶尺,maai6 bou3 m4 daai3 cek3
賣爛嘢,maai6 laan6 je5
賣甩我,maai6 lat1 ngo5
賣花讚花香,maai6 faa1 zaan3 faa1 hoeng1
賣魚佬洗身,maai6 jyu4 lou2 sai2 san1
賣魚佬洗身：冇聲氣,maai6 jyu4 lou2 sai2 san1 mou6 seng1 hei2
賣魚佬洗身：冇腥氣,maai6 jyu4 lou2 sai2 san1 mou6 seng1 hei2
賤物鬥窮人,zin6 mat6 dau3 keng4 jan4
賬號我,zoeng3 hou6 ngo5
賭幾多都得,dou2 gei2 do1 dou1 dak1
賴晒佢,laai6 saai3 keoi5
賺唔賺,zaan6 m4 zaan6
賺多啲錢,zaan6 do1 di1 cin2
賺錢買花戴,zaan6 cin2 maai5 faa1 daai3
贏咗粒糖，輸咗間廠,jeng4 zo2 nap1 tong2 syu1 zo2 gaan1 cong2
走先喇,zau2 sin1 laa3
走咁遠,zau2 gam3 jyun5
走咗出去,zau2 zo2 ceot1 heoi3
走咗去咩,zau2 zo2 heoi3 me1
走咗寶,zau2 zo2 bou2
走唔走得,zau2 m4 zau2 dak1
走唔起,zau2 m4 hei2
走唔開,zau2 m4 hoi1
走夾唔,zau2 gaap3 m4
走夾唔唞,zau2 gaap3 m4 tau2
走夾唔抖,zau2 gaap3 m4 tau2
走得嚤冇鼻哥,zau2 dak1 mo1 mou5 bei6 go1
走得幾快吖,zau2 dak1 gei2 faai3 aa1
走得幾快啊,zau2 dak1 gei2 faai3 aa3
走得快好世界,zau2 dak1 faai3 hou2 sai3 gaai3
走自己的路，讓人家去說,zau2 zi6 gei2 dik1 lou6 joeng6 jan4 gaa1 heoi3 syut3
走都走唔切,zau2 dou1 zau2 m4 cit3
走鬼咗,zau2 gwai2 zo2
起佢底,hei2 keoi5 dai2
起勢噉,hei2 sai3 gam2
起咗啦,hei2 zo2 laa1
起碼係,hei2 maa5 hai6
起身啦,hei2 san1 la1
起身未啊,hei2 san1 mei6 aa3
趁你病，攞你命,can3 nei5 beng6 lo2 nei5 meng6
趁佢病,can3 keoi5 beng6
趁佢病攞佢命,can3 keoi5 beng6 lo2 keoi5 meng6
趁佢病，攞佢命,can3 keoi5 beng6 lo2 keoi5 meng6
趁熱食啦,can3 jit6 sik6 la1
越窮越見鬼,jyut6 kung4 jyut6 gin3 gwai2
越諗越火滾,jyut6 nam2 jyut6 fo2 gwan2
越食越開胃,jyut6 sik6 jyut6 hoi1 wai6
趕住去投胎,gon2 zyu6 heoi3 tau4 toi1
趕住去投胎咩,gon2 zyu6 heoi3 tau4 toi1 me1
趕住去死咩,gon2 zyu6 heoi3 sei2 me1
趕前不趕後,gon2 cin4 bat1 gon2 hau6
趕咁快去死咩,gon2 gam3 faai3 heoi3 sei2 me1
趕唔切,gon2 m4 cit3
趕唔切喇,gon2 m4 cit3 laa3
趕唔切囉,gon2 m4 cit3 lo1
趕唔得切,gon2 m4 dak1 cit3
趕唔趕,gon2 m4 gon2
趕鴨子上架,gon2 aap3 zi2 soeng5 gaa2
趯唔切,dek3 m4 cit3
趷起手指公,gat6 hei2 sau2 zi2 gung1
跌咗個橙執返個桔,dit3 zo2 go3 caang2 zap1 faan1 go3 gat1
跌咗落地揦返拃沙,dit3 zo2 lok6 dei6 laa2 faan1 zaa6 saa1
跌落地下，揦返拃沙,dit3 lok6 dei6 haa2 laa2 faan1 zaa6 saa1
跌落地揦返拃沙,dit3 lok6 dei2 laa2 faan1 zaa6 saa1
跌落地都要揦返拃沙,dit3 lok6 dei6 dou1 jiu3 laa2 faan1 zaa6 saa1
跑唔起,paau2 m4 hei2
跑得了和尚，跑不了廟,paau2 dak1 liu5 wo4 soeng2 paau2 bat1 liu5 miu6
跑馬射蚊鬚,paau2 maa5 se6 man1 sou1
跛腳了哥自有飛來蜢,bai1 goek3 liu1 go1 zi6 jau5 fei1 loi4 maang2
跟人口水溦,gan1 jan4 hau2 seoi2 mei1
跟住你就,gan1 zyu6 nei5 zau6
跟住我,gan1 zyu6 ngo5
跟官咁耐唔知官姓乜,gan1 gun1 gam3 noi6 m4 zi1 gun1 sing3 mat1
跣咗一腳,sin3 zo2 jat1 goek3
跣咗一跤,sin3 zo2 jat1 gaau1
跣咗嘢,sin3 zo2 je5
跩呀你,jai6 aa4 nei5
跪地餵豬乸,gwai6 dei6 wai3 zyu1 naa2
路見不平，拔刀相助,lou6 gin3 bat1 ping4 bat6 dou1 soeng1 zo6
路遙知馬力,lou6 jiu4 zi1 maa5 lik6
路遙知馬力，日久見人心,lou6 jiu4 zi1 maa5 lik6 jat6 gau2 gin3 jan4 sam1
跳出釜底進火坑,tiu3 ceot1 fu2 dai2 zeon3 fo2 haang1
跳落黃河都洗唔清,tiu3 lok6 wong4 ho4 dou1 sai2 m4 cing1
跳進黃河洗不清,tiu3 zeon3 wong4 ho4 sai2 bat1 cing1
踎唔住,mau1 m4 zyu6
踎唔耐,mau1 m4 noi6
踏破鐵鞋無覓處,daap6 po3 tit3 haai4 mou4 mik6 cyu3
